x,y,z
-0.354025,-0.583657,3.534334
0.941014,0.946512,1.546354
0.325977,-0.047444,3.955319
0.657281,-0.145498,3.369592
-0.738335,-0.947666,1.901405
0.438756,-0.035129,3.857056
0.475354,0.506825,3.580887
-0.093191,-0.847512,2.638527
0.235992,0.093934,3.987322
-0.786221,-0.720441,2.422043
-0.149683,-0.862502,2.574164
-0.698733,-0.658590,2.804071
0.060325,-0.101298,3.999526
-0.166741,-0.439693,3.853010
-0.713060,0.864670,2.200810
-0.531554,0.676887,3.101354
-0.258985,0.087263,3.981855
-0.057480,0.064330,3.999888
-0.086128,0.090448,3.999512
-0.846543,-0.257484,2.635113
0.473487,0.984471,2.010478
-0.395509,0.996896,1.987961
-0.806376,-0.877709,1.983842
-0.205830,-0.754056,3.018636
-0.162353,0.263359,3.978099
0.425141,-0.477612,3.687641
-0.550546,0.107397,3.662993
-0.613023,0.172695,3.502281
0.959545,0.687857,1.930868
-0.309537,0.242400,3.950100
0.536305,0.477485,3.525139
-0.436667,0.208252,3.852678
-0.418827,-0.769850,2.894297
0.646049,-0.377029,3.348926
0.947228,-0.102402,2.215879
0.708496,-0.775403,2.479127
0.471530,0.846876,2.557857
0.806876,0.285382,2.796230
0.182183,-0.956521,2.176039
-0.785302,-0.251457,2.889515
-0.737244,0.959861,1.865430
0.964691,0.754088,1.826960
0.732764,-0.235910,3.097403
-0.040438,0.180392,3.995758
0.044371,0.603165,3.532446
-0.014637,-0.977117,2.092528
0.971336,0.588530,1.989902
-0.161798,0.756265,3.012509
0.887806,-0.977345,1.578737
-0.980425,-0.244445,2.075184
0.072729,-0.796693,2.851243
-0.168830,-0.335908,3.946548
-0.485237,-0.073043,3.789789
0.872714,-0.254495,2.524813
0.574831,0.379068,3.540348
-0.560725,-0.861448,2.424893
-0.224101,0.558073,3.637951
0.285207,-0.776439,2.919594
0.498169,-0.047907,3.767917
0.306798,0.550883,3.633209
-0.894717,0.421201,2.391910
-0.981645,-0.930288,1.493899
-0.663014,-0.907550,2.137173
-0.913837,-0.899279,1.701123
-0.121993,0.022653,3.999113
-0.396903,-0.747028,2.993480
-0.261828,-0.476533,3.786922
0.933761,0.846788,1.758716
-0.309239,-0.109344,3.963191
0.235811,0.211222,3.979772
-0.056096,-0.028874,3.999958
-0.047527,-0.616762,3.494347
-0.724050,-0.098240,3.137427
0.912558,-0.155524,2.361165
-0.296235,-0.733866,3.082266
0.647111,-0.658706,2.933375
-0.169390,0.933903,2.270774
-0.465783,0.108394,3.819684
0.205746,0.110191,3.992258
0.291655,0.069848,3.971172
-0.363613,0.601633,3.482811
-0.963390,0.680044,1.927455
-0.909624,0.487797,2.297220
-0.396937,-0.310634,3.867964
-0.237488,0.370353,3.913916
0.557062,0.373157,3.585237
-0.866198,-0.502261,2.459135
0.324599,-0.323143,3.913873
-0.006395,0.017315,4.000000
0.986988,0.379025,2.030871
-0.599464,-0.171747,3.539800
0.030560,-0.221636,3.990368
-0.341372,-0.232930,3.934978
0.208078,0.532657,3.695581
0.798841,-0.481615,2.737786
-0.019563,0.507967,3.750306
-0.858512,-0.492647,2.496667
0.907063,0.207769,2.382650
0.235020,0.624429,3.462957
0.092263,-0.917731,2.339970
0.737705,0.880474,2.108425
-0.598524,-0.903863,2.227460
-0.959418,-0.848574,1.690761
-0.883998,-0.106793,2.483241
0.146416,0.240272,3.984888
0.854395,0.840381,1.968833
0.608631,0.516461,3.310255
-0.476837,-0.382232,3.727711
-0.443119,-0.998147,1.969316
-0.380119,-0.754403,2.974464
-0.359810,0.645163,3.361310
-0.569171,0.077547,3.619965
0.316779,-0.088915,3.959877
0.724614,-0.606529,2.834815
0.552610,0.837617,2.522860
0.797862,-0.775251,2.264421
-0.481701,0.963906,2.086489
-0.551676,0.778940,2.738285
0.689784,-0.805675,2.427575
-0.164406,-0.076900,3.996940
0.503622,-0.807202,2.686580
0.337689,0.728453,3.089789
-0.621181,-0.686588,2.917337
-0.765093,0.997686,1.714212
-0.082042,0.061419,3.999762
0.968942,0.844895,1.672931
0.166605,0.526295,3.712324
-0.645487,-0.101100,3.408012
-0.503010,0.926948,2.219385
0.876296,-0.714707,2.161479
0.427227,-0.370141,3.801975
-0.537534,-0.746645,2.868883
-0.401760,0.608300,3.439455
0.025008,0.585924,3.578266
-0.836028,-0.149646,2.686327
-0.462296,-0.933318,2.216730
-0.644196,-0.989815,1.876090
0.308936,-0.238320,3.951262
-0.412820,0.538886,3.592682
0.438497,0.698469,3.137310
-0.901938,-0.173764,2.405754
-0.884269,0.418318,2.435995
-0.532180,-0.954100,2.095482
-0.571251,0.690221,2.999736
0.706021,0.449614,3.102378
0.500482,-0.425426,3.651308
0.149080,0.373598,3.921664
0.386391,0.432918,3.782808
-0.308196,0.651136,3.364795
-0.132455,-0.793930,2.862016
0.887173,-0.751075,2.064290
0.095341,0.822871,2.742415
-0.640157,0.049114,3.424825
0.917005,0.704573,2.047560
0.812935,0.332843,2.760498
0.402280,0.998454,1.980181
0.369092,0.045155,3.927103
0.358753,0.159765,3.932301
0.008437,-0.359620,3.934199
-0.108905,-0.744181,3.060815
-0.431839,0.359182,3.804376
0.817647,-0.432453,2.699184
-0.351842,0.088320,3.939390
-0.652127,-0.193462,3.383363
-0.273937,-0.092847,3.977307
0.037313,-0.258702,3.982155
-0.157357,-0.655620,3.374463
0.125133,0.386529,3.911724
0.847418,-0.280761,2.628281
-0.979536,0.903266,1.546613
0.813222,0.668569,2.443266
0.849080,-0.203079,2.629068
0.634840,-0.480592,3.290086
0.933527,0.017609,2.273419
-0.653959,0.430615,3.286019
0.939415,-0.558298,2.132241
0.859802,0.925263,1.754824
-0.146026,-0.090920,3.997909
0.958702,0.528735,2.080174
0.643424,0.374296,3.358470
0.570452,0.119421,3.616314
0.920531,-0.897978,1.688997
-0.739359,0.160090,3.078144
-0.766693,-0.567839,2.759575
0.263106,-0.342514,3.927132
-0.097940,-0.488405,3.784321
0.116406,-0.104812,3.998783
0.734307,0.263543,3.087448
0.241587,-0.096476,3.986077
-0.322590,0.635153,3.408385
-0.442155,0.024539,3.852744
0.912494,-0.445795,2.308411
0.338453,0.144497,3.946495
-0.894407,0.659677,2.186607
-0.646632,-0.733804,2.730779
-0.744297,-0.120010,3.060211
-0.570677,-0.968350,2.014763
0.551127,0.077354,3.662016
-0.652194,-0.479429,3.242121
0.101880,-0.893367,2.443378
0.367929,-0.378814,3.850160
-0.752206,0.553830,2.828399
0.266349,-0.134087,3.978690
-0.969877,0.716070,1.862404
-0.851920,-0.978939,1.635913
0.624747,-0.733490,2.774324
0.123251,0.703700,3.211696
0.494902,0.306276,3.742553
0.924607,0.910257,1.654687
-0.440471,0.976422,2.054850
0.157500,0.696784,3.235375
-0.778796,0.809412,2.225821
-0.886895,-0.472685,2.397171
0.205521,0.589034,3.564536
-0.011424,0.313952,3.961513
0.273776,0.487627,3.765921
-0.068370,0.872321,2.533157
-0.302923,0.691157,3.234634
0.790856,-0.618998,2.600778
-0.748070,0.699798,2.575684
0.358941,-0.948099,2.192254
0.051755,0.462142,3.825475
-0.081054,-0.646019,3.406529
0.753122,0.583105,2.782965
0.357967,0.191319,3.930200
0.472336,-0.719021,3.037081
-0.551385,-0.466451,3.509478
-0.563983,0.356321,3.580082
-0.673376,-0.440483,3.217377
-0.096107,-0.917095,2.342642
0.783323,-0.499168,2.780513
0.738813,0.599363,2.803089
0.501693,0.442142,3.631191
-0.033239,-0.561472,3.638399
-0.265196,0.500989,3.745522
-0.520461,0.638626,3.226555
-0.811623,0.330483,2.766527
-0.338357,-0.912544,2.343901
0.035682,0.219995,3.990646
-0.051413,0.051270,3.999944
-0.285643,0.290341,3.945694
-0.940641,0.246513,2.238924
-0.058896,-0.417608,3.881889
0.282496,0.757425,2.995153
0.530084,0.214826,3.699987
-0.773940,0.856663,2.108206
0.628650,0.217808,3.452938
-0.789440,-0.314962,2.860742
-0.597880,-0.065070,3.546740
-0.913411,-0.416877,2.317105
-0.097275,0.386142,3.912662
0.547694,0.654930,3.139802
0.782683,0.620891,2.624871
0.031572,-0.384384,3.914540
0.807799,-0.004805,2.805429
-0.084109,0.026650,3.999798
0.121595,0.081559,3.998949
-0.074280,0.722807,3.142221
0.810878,0.307082,2.775407
0.184878,0.697798,3.230337
-0.915097,0.918388,1.657943
0.829111,0.355253,2.687304
-0.307832,-0.657454,3.344995
-0.856613,0.020753,2.600032
-0.939211,0.279185,2.241891
0.905577,0.822043,1.878676
0.912103,0.404078,2.327245
-0.085243,0.764406,2.981786
0.678795,0.758044,2.593187
-0.479828,-0.118406,3.797932
0.214827,0.208572,3.983975
0.034176,0.853479,2.613343
0.319200,-0.152765,3.956769
0.799694,0.795880,2.209700
0.267521,0.674336,3.300600
0.550701,0.019299,3.663091
0.071919,-0.683232,3.284248
0.667624,-0.078472,3.336931
-0.930760,-0.220253,2.281994
0.115504,0.689656,3.261586
-0.566798,-0.074829,3.625685
0.836340,0.956698,1.718971
0.640309,0.050893,3.424356
0.249282,-0.719466,3.145140
-0.990126,-0.158000,2.039040
-0.063117,-0.785059,2.898838
-0.640229,-0.833290,2.423999
0.563113,0.006210,3.634546
-0.282454,-0.898751,2.411338
0.601325,-0.615639,3.138736
0.557785,0.860898,2.429994
-0.529948,-0.985847,1.976821
-0.923772,0.776025,1.913073
0.952693,-0.939646,1.536480
-0.436406,0.123496,3.859127
-0.908046,0.713695,2.062573
-0.537598,-0.506395,3.480419
-0.294977,0.315641,3.931216
-0.760711,-0.766251,2.381511
-0.128177,0.126845,3.997886
-0.362568,0.183809,3.927645
0.740384,-0.745786,2.484714
0.333911,0.461813,3.781019
0.830423,-0.786149,2.153417
-0.708640,0.901883,2.090101
-0.601987,-0.919040,2.168334
0.843975,-0.837336,2.001053
0.074812,0.461920,3.825708
-0.991651,0.334178,2.020720
0.671546,-0.898871,2.154949
-0.636857,-0.860716,2.334631
0.068162,0.569766,3.618571
-0.239479,0.436589,3.847556
0.072215,0.557502,3.647540
-0.828979,-0.982351,1.664237
-0.611739,0.341786,3.467135
-0.983393,-0.259946,2.062095
0.756267,-0.634244,2.686487
0.012364,0.016540,4.000000
-0.885678,-0.250918,2.470223
0.949074,0.181805,2.206984
-0.368085,0.075825,3.927770
-0.557798,-0.203833,3.641217
0.336173,0.752930,2.998160
0.062677,0.114460,3.999252
0.083307,-0.375825,3.921576
-0.097557,0.920222,2.329406
-0.311215,0.913046,2.346924
-0.058109,-0.691768,3.254640
-0.039565,-0.374981,3.922438
-0.924729,-0.737090,1.973931
-0.257923,0.943321,2.226840
-0.161624,-0.828360,2.718266
0.665844,-0.652546,2.903016
-0.096498,0.462814,3.824213
-0.916761,-0.495580,2.264138
0.919022,-0.995300,1.484404
-0.103670,-0.844811,2.649898
0.375218,0.937324,2.232493
-0.872430,-0.654735,2.268744
-0.873856,-0.834573,1.934001
-0.911296,0.239488,2.362735
0.071972,0.811446,2.790227
-0.823876,-0.943330,1.775723
0.712134,-0.361963,3.138851
0.325078,0.196285,3.950025
-0.097733,-0.848564,2.634041
-0.822683,-0.118801,2.742979
0.854833,-0.431825,2.549796
-0.506976,0.695854,3.075684
-0.860610,0.081459,2.582968
-0.908415,0.771940,1.964568
0.141789,0.375376,3.920573
-0.719403,0.655499,2.753924
-0.311174,-0.196017,3.957057
-0.777990,0.371974,2.887057
-0.894138,-0.838953,1.873917
-0.778126,0.407287,2.869185
-0.537315,0.136937,3.691045
0.051898,-0.095342,3.999640
0.168766,0.398875,3.898163
0.124311,-0.019386,3.999044
0.020794,0.171474,3.996544
-0.026317,-0.454615,3.836139
-0.917805,-0.912522,1.664610
-0.719098,0.442336,3.063545
0.658892,0.740708,2.685481
-0.627707,-0.680651,2.919958
-0.435059,0.461858,3.699155
-0.974356,-0.215938,2.101419
0.556564,0.790220,2.691994
-0.951620,-0.369720,2.175377
-0.197384,-0.962839,2.149434
-0.774421,-0.744595,2.399438
0.897504,0.085132,2.425853
-0.215811,0.024915,3.991340
-0.924200,0.437302,2.264832
-0.384647,0.465335,3.742591
-0.415922,-0.426396,3.762998
0.993221,0.896202,1.527738
0.716516,-0.014266,3.165624
-0.304544,0.392256,3.874931
-0.813802,0.208676,2.776810
0.349277,-0.995300,2.003794
0.709046,-0.910425,2.062085
0.278203,-0.049855,3.976157
0.374373,0.156999,3.920603
0.606339,-0.494783,3.347011
-0.747602,-0.435253,2.966768
-0.855930,0.769747,2.118874
-0.455455,-0.405511,3.738068
-0.990417,0.782364,1.711690
0.592609,-0.490269,3.386657
0.228586,-0.372301,3.914115
0.601689,-0.045506,3.536476
0.346452,-0.691086,3.219294
-0.230708,0.266359,3.968779
0.492319,-0.962667,2.085973
0.757980,0.412887,2.943013
-0.501780,-0.318911,3.725302
0.929347,0.273979,2.283641
-0.962031,-0.711374,1.893361
0.520203,-0.902756,2.302288
-0.150500,-0.868081,2.550415
-0.068434,-0.581073,3.590577
-0.176802,0.456854,3.829439
0.607590,-0.669690,2.990829
-0.835122,-0.334164,2.668665
0.884280,-0.093573,2.482121
0.979214,-0.112354,2.083799
-0.398982,0.652687,3.314505
0.010713,0.779890,2.919831
0.843544,-0.364713,2.624637
-0.058325,0.927326,2.299515
-0.975416,-0.243315,2.095629
-0.300454,-0.342513,3.914232
-0.511013,0.948003,2.132344
-0.017576,-0.193332,3.994419
0.598943,0.149233,3.542378
0.621729,-0.802419,2.557550
0.105779,0.032643,3.999495
-0.066501,0.500568,3.763629
0.373504,0.872793,2.500389
-0.722357,-0.749453,2.519273
0.733000,-0.831926,2.262849
-0.635813,-0.687056,2.885480
0.510360,-0.240284,3.734210
0.717973,0.800143,2.387179
0.597793,0.645943,3.072680
0.518079,-0.564390,3.408587
-0.846460,0.970083,1.667388
-0.883482,-0.327624,2.467972
-0.316501,0.499883,3.729687
0.695349,-0.127657,3.241364
-0.677249,-0.534284,3.096306
-0.202616,0.069604,3.993176
0.632907,0.826733,2.457588
0.925725,0.683460,2.048559
0.078360,0.375441,3.921929
0.543373,0.242265,3.667639
-0.060343,0.491005,3.780234
-0.111037,-0.539135,3.687864
0.100716,-0.846235,2.643893
0.388199,-0.082346,3.911001
-0.308672,0.574125,3.578692
0.914152,0.377741,2.327325
-0.423897,0.574423,3.505196
0.977127,-0.461311,2.044064
0.705729,0.633078,2.839520
0.644685,0.816116,2.474705
-0.646274,0.308066,3.379932
-0.551491,-0.516102,3.438048
-0.305098,0.538882,3.659676
-0.572572,-0.048436,3.611792
-0.894847,-0.260575,2.430410
-0.257419,-0.130065,3.981378
0.297264,-0.407354,3.863451
0.772764,0.317616,2.926582
0.269433,-0.693487,3.234786
-0.847768,0.721988,2.236807
0.666219,0.854470,2.312041
0.481273,-0.916088,2.275397
-0.655453,-0.215569,3.370602
0.582147,-0.350547,3.539979
0.882776,-0.314924,2.473512
0.649475,-0.564651,3.126017
0.286049,-0.107745,3.972866
0.654082,0.270906,3.365818
-0.855359,0.517587,2.489009
-0.327135,0.552684,3.620701
0.138310,-0.820967,2.749850
-0.102565,0.798845,2.842219
-0.967265,-0.335987,2.118538
0.280287,0.458145,3.808695
0.471569,0.403722,3.717410
0.570044,-0.737236,2.855097
-0.842726,0.606557,2.439432
0.606116,-0.267633,3.508477
0.691458,0.741665,2.612387
-0.855737,-0.529383,2.477118
0.045750,0.874368,2.524466
0.343562,-0.859291,2.565519
-0.549113,0.660133,3.123003
-0.159269,0.039012,3.997419
-0.622904,-0.887943,2.257090
-0.080677,-0.576160,3.602825
0.034784,-0.519098,3.729215
-0.460701,-0.257797,3.811466
-0.140682,0.395362,3.903106
0.526767,0.638237,3.218206
-0.542823,0.436224,3.561782
-0.005561,-0.051455,3.999972
-0.153912,0.386825,3.910254
0.046742,-0.050352,3.999955
0.413644,0.188674,3.881449
0.989210,0.578620,1.932717
0.693929,0.146023,3.245875
0.720127,-0.987458,1.802048
-0.929243,0.740518,1.954724
-0.522144,0.171493,3.720257
0.144712,0.177231,3.994307
-0.498922,-0.717565,3.014125
-0.550489,0.232136,3.653850
-0.674303,0.670008,2.840387
-0.829641,-0.284711,2.702095
0.063468,-0.338001,3.948402
0.097369,-0.231381,3.988210
0.223172,0.017936,3.990102
-0.768156,-0.536457,2.795257
-0.001994,-0.622824,3.476829
-0.252557,-0.294833,3.954035
-0.444211,0.089010,3.849858
0.485631,-0.794791,2.749793
-0.951162,0.924116,1.569984
-0.986845,-0.465257,2.004745
-0.612575,-0.575547,3.198617
-0.495947,-0.417289,3.666969
-0.355543,-0.324541,3.894561
-0.115530,0.424522,3.873502
0.763526,0.875028,2.076721
0.026488,-0.158813,3.997455
-0.940222,0.142475,2.244797
-0.425785,-0.764833,2.908970
0.851156,-0.242541,2.617264
-0.568307,0.003658,3.622165
0.323629,-0.691512,3.226760
-0.423882,-0.786215,2.828110
-0.092512,-0.362329,3.931945
-0.466673,0.032880,3.818868
-0.066034,0.595795,3.552322
0.054467,-0.858069,2.593829
0.686897,0.819926,2.388660
0.261395,0.189383,3.976321
-0.071179,0.194983,3.994124
0.782890,-0.737824,2.392315
0.582507,0.285379,3.565803
-0.058003,0.252675,3.983717
-0.968271,0.262557,2.123424
-0.610018,0.175686,3.510536
-0.383815,-0.768831,2.917361
-0.697422,-0.575026,2.971955
-0.720550,-0.259980,3.139399
-0.554186,0.862371,2.428083
-0.044428,-0.828957,2.717012
0.863835,0.853144,1.916991
-0.444189,-0.162003,3.847568
-0.607924,-0.878152,2.310461
0.589965,0.427520,3.464549
0.887440,0.304440,2.455757
-0.469923,0.117982,3.813306
-0.561946,-0.000272,3.637291
0.108516,0.123319,3.998521
0.488351,-0.068019,3.784663
0.496297,-0.311882,3.737861
0.325823,0.744486,3.033812
0.963867,0.183586,2.145633
-0.110220,0.950485,2.202257
-0.510142,-0.741758,2.918742
0.958608,0.250116,2.164098
-0.325379,-0.850909,2.605095
-0.668199,-0.566000,3.072240
0.463983,0.090248,3.822587
0.539894,-0.932699,2.171861
0.264077,0.584874,3.565443
0.948088,0.581517,2.080815
-0.962617,0.670513,1.941018
-0.849403,-0.979992,1.637412
-0.670775,-0.906525,2.130174
0.051283,-0.466449,3.819179
-0.304803,-0.233481,3.954120
-0.182401,-0.193074,3.990039
-0.476860,-0.241588,3.791056
-0.182993,-0.556683,3.645786
0.134168,0.372911,3.922867
0.124190,-0.359147,3.933619
0.280739,0.344407,3.920487
0.534699,0.666205,3.128118
0.150354,0.636175,3.435517
0.055841,-0.137407,3.998536
-0.023818,-0.126702,3.998968
0.552931,-0.003869,3.658070
0.624032,-0.128010,3.472484
0.445299,-0.533666,3.570058
-0.407559,-0.714832,3.103912
-0.432324,0.166170,3.862138
0.320575,0.839602,2.653418
-0.114658,-0.709793,3.189811
-0.562062,-0.643887,3.145428
-0.920757,-0.942994,1.593946
0.626626,0.600169,3.115440
0.592562,-0.273919,3.543203
-0.498947,0.236967,3.755416
0.246061,-0.473321,3.795584
-0.705430,-0.641468,2.822957
0.716003,0.271594,3.153924
-0.655887,0.331977,3.341108
-0.263135,0.933292,2.268225
-0.519328,-0.562941,3.409576
-0.911564,0.745862,2.000041
-0.662233,-0.528828,3.148272
-0.344785,0.786433,2.864006
0.447943,-0.886951,2.410902
0.569187,0.713376,2.932674
-0.234840,0.093242,3.987570
-0.440346,0.839785,2.605931
-0.983624,0.402268,2.038452
-0.048885,0.130436,3.998820
-0.338169,0.007084,3.948364
-0.808974,0.915342,1.877684
-0.308161,0.228232,3.953619
0.155805,0.906278,2.387792
-0.025096,0.535827,3.695378
0.013567,-0.649139,3.396849
0.864080,-0.479777,2.483782
-0.049635,-0.076535,3.999838
0.074994,0.080693,3.999704
-0.734858,0.766152,2.444730
-0.810872,-0.175559,2.790813
-0.872244,-0.631057,2.302263
0.743091,0.912464,2.001886
0.451453,0.485968,3.645271
0.334520,0.676938,3.271953
0.693245,-0.307798,3.225958
0.655460,0.790098,2.540854
-0.109872,-0.866087,2.559497
0.450276,0.097882,3.841725
-0.245298,0.893189,2.438900
0.797488,0.936926,1.839027
-0.903153,-0.592739,2.236160
0.250063,-0.939041,2.245329
-0.650528,0.673451,2.888541
-0.410796,-0.488797,3.684729
-0.862330,0.416550,2.526741
-0.090427,0.511242,3.743985
-0.014840,0.709017,3.193071
0.671354,0.814323,2.434754
0.694982,0.100526,3.243091
-0.774197,-0.100741,2.942558
-0.117946,-0.177701,3.995243
0.866182,-0.027985,2.559331
0.268254,-0.547495,3.652872
-0.234784,0.459737,3.817847
-0.754255,-0.919404,1.962529
0.059639,-0.353467,3.938472
0.421043,0.128110,3.877109
-0.841113,-0.026628,2.665749
0.349699,0.157662,3.938665
0.316181,0.892045,2.434271
-0.655752,0.293296,3.354834
0.465599,-0.796728,2.758746
0.980001,-0.786434,1.735444
0.400484,-0.673189,3.249129
-0.701512,-0.856123,2.247959
0.994946,-0.053352,2.020260
-0.963263,-0.333775,2.135198
-0.637059,0.000437,3.434333
0.313904,0.481652,3.761066
-0.129896,0.659950,3.361416
0.350152,0.500325,3.711625
-0.462624,-0.548742,3.519649
0.978124,0.640120,1.920102
0.841288,-0.694659,2.307089
0.591055,0.553685,3.289403
-0.911968,-0.384173,2.334424
-0.657925,-0.628293,2.977959
-0.970985,0.998232,1.388003
0.588078,0.375840,3.510140
0.097708,-0.533285,3.700378
-0.166588,0.888354,2.463715
-0.466639,0.546567,3.519086
-0.841870,0.665471,2.355107
0.241260,0.178839,3.982434
-0.651019,-0.226845,3.383306
-0.373878,-0.875260,2.490013
-0.582788,-0.781705,2.686810
0.939719,0.818763,1.794353
0.120083,0.684486,3.279442
-0.421675,0.896870,2.382888
-0.118340,0.642510,3.417004
-0.396593,0.651375,3.320161
0.358441,-0.038885,3.935035
-0.227044,-0.530223,3.697901
-0.949278,-0.725382,1.914885
-0.136557,0.539297,3.686851
-0.289178,-0.610668,3.490223
0.155709,-0.444596,3.847414
0.799869,-0.587042,2.617642
-0.688066,0.400987,3.200014
-0.301421,0.435636,3.830425
0.518078,0.318567,3.695696
0.225221,0.305898,3.955192
0.488390,0.997045,1.955871
-0.282262,-0.693322,3.232543
-0.765833,0.725583,2.467379
0.406210,0.163447,3.891275
-0.929138,-0.919016,1.626934
-0.077841,0.359426,3.934196
-0.317722,-0.564155,3.598785
-0.932090,0.507407,2.196493
-0.020729,-0.692322,3.252727
-0.078682,-0.297532,3.968746
-0.165762,0.454496,3.833530
0.990869,0.815540,1.662276
-0.464962,-0.393934,3.735455
-0.512763,0.174124,3.738146
0.215415,-0.598333,3.538825
-0.735434,0.973526,1.825844
0.663170,0.498715,3.186542
0.376903,0.646686,3.347073
0.688092,-0.093778,3.267301
0.759836,-0.722341,2.491302
-0.930391,0.792595,1.865710
-0.014468,-0.577967,3.598460
0.132127,-0.614705,3.499303
0.129202,-0.534726,3.696736
-0.010045,-0.857473,2.596380
0.136030,0.326822,3.953541
-0.875390,-0.880247,1.828491
-0.575392,0.418559,3.507839
-0.308114,-0.344163,3.909907
0.754183,-0.951762,1.865592
-0.633642,0.232915,3.435991
-0.923224,-0.690438,2.047360
0.191641,-0.067061,3.994531
-0.459845,0.723540,3.033114
0.945086,-0.878880,1.670542
-0.048047,0.975437,2.099391
-0.073254,0.424216,3.874414
0.005323,0.458220,3.831104
-0.781929,0.306330,2.893033
0.997231,0.559815,1.916457
-0.244407,0.025250,3.985776
0.030741,0.440762,3.854522
-0.874825,0.373551,2.491927
0.959084,-0.007391,2.166717
-0.171556,0.464718,3.818593
-0.704093,-0.572633,2.955762
-0.018154,-0.351137,3.940102
-0.596145,-0.593943,3.198089
0.901565,-0.593795,2.240900
0.886255,-0.122295,2.473483
0.847060,-0.988688,1.619213
