x,y
0.261511,1.966381
0.120173,1.992805
-0.346315,1.941779
-0.197542,1.980677
-0.308234,1.953598
0.278677,1.961909
0.253259,1.968436
0.372176,1.933061
0.196312,1.980915
-0.210099,1.978170
0.292711,1.958058
-0.169576,1.985725
0.004998,1.999988
0.489265,1.887068
-0.098860,1.995125
0.098457,1.995165
-0.276289,1.962547
0.377199,1.931304
0.175514,1.984715
0.124582,1.992270
0.015174,1.999885
-0.256821,1.967556
-0.163688,1.986692
-0.410239,1.919250
-0.086706,1.996248
0.070595,1.997511
0.499180,1.882716
0.349886,1.940607
-0.424421,1.913815
-0.325841,1.948286
0.099457,1.995066
0.487258,1.887941
-0.095287,1.995471
0.159616,1.987342
-0.496996,1.883680
-0.139714,1.990287
-0.420607,1.915291
-0.012587,1.999921
0.005946,1.999982
-0.282035,1.961004
0.359947,1.937252
-0.252336,1.968662
-0.261623,1.966352
0.037331,1.999303
-0.486958,1.888071
-0.435978,1.909273
-0.407710,1.920202
-0.241048,1.971364
0.238316,1.972000
-0.022137,1.999755
-0.167113,1.986134
0.115064,1.993402
0.000746,2.000000
-0.332588,1.946181
0.424740,1.913691
-0.457653,1.900487
0.495382,1.884391
-0.245419,1.970332
-0.283764,1.960533
0.349436,1.940756
-0.278017,1.962086
0.382174,1.929544
0.125415,1.992166
0.409053,1.919697
-0.095062,1.995492
0.424752,1.913686
0.159927,1.987293
-0.448459,1.904256
0.452645,1.902548
-0.223861,1.975253
0.382124,1.929562
-0.149929,1.988824
0.066567,1.997787
-0.188576,1.982376
-0.364808,1.935600
0.484282,1.889230
-0.239759,1.971665
0.185883,1.982872
0.018481,1.999829
-0.293650,1.957795
0.018029,1.999837
-0.490391,1.886578
0.203424,1.979521
-0.414674,1.917566
0.390082,1.926706
0.265788,1.965291
0.487057,1.888028
-0.057215,1.998365
-0.203968,1.979413
0.242182,1.971098
-0.420494,1.915335
-0.200802,1.980041
-0.167962,1.985993
0.259803,1.966811
-0.409282,1.919611
-0.400458,1.922907
-0.464538,1.897625
-0.015924,1.999873
0.360022,1.937226
0.093787,1.995612
-0.023721,1.999719
-0.467210,1.896505
-0.414459,1.917649
-0.135016,1.990927
-0.259562,1.966872
-0.363049,1.936200
-0.259704,1.966836
0.328879,1.947343
-0.482220,1.890120
0.341529,1.943332
-0.096203,1.995383
-0.085079,1.996387
0.061542,1.998108
0.149333,1.988912
0.019500,1.999810
-0.280005,1.961552
0.298929,1.956297
0.051458,1.998677
0.341277,1.943413
-0.015058,1.999887
-0.306343,1.954153
-0.481309,1.890512
-0.128648,1.991759
0.457203,1.900673
0.443397,1.906305
-0.318097,1.950655
0.217340,1.976657
0.211188,1.977946
-0.081102,1.996717
0.371513,1.933291
-0.229946,1.973907
-0.264866,1.965528
0.373847,1.932479
0.081518,1.996683
0.004295,1.999991
-0.482450,1.890021
0.381544,1.929768
-0.162821,1.986832
-0.215903,1.976961
0.488156,1.887551
0.240159,1.971572
0.119391,1.992898
-0.299477,1.956140
-0.080550,1.996761
-0.458643,1.900078
-0.430915,1.911275
-0.423530,1.914161
0.494458,1.884797
0.356232,1.938500
0.307256,1.953885
0.397230,1.924098
-0.205896,1.979026
0.162414,1.986897
0.441724,1.906977
0.490833,1.886384
0.265182,1.965447
0.299970,1.955999
-0.344268,1.942445
-0.479873,1.891129
0.389961,1.926750
-0.142221,1.989937
-0.463936,1.897877
-0.426711,1.912923
0.460125,1.899464
0.000565,2.000000
-0.201365,1.979930
0.389819,1.926802
-0.326711,1.948017
0.172647,1.985207
0.246638,1.970040
-0.109300,1.994045
-0.320626,1.949887
0.011062,1.999939
-0.215320,1.977084
-0.266193,1.965187
0.168860,1.985844
0.081473,1.996687
0.071468,1.997449
0.153974,1.988216
0.046957,1.998898
-0.468782,1.895844
0.316686,1.951082
0.084135,1.996467
0.291044,1.958525
-0.165983,1.986319
-0.417877,1.916342
0.038832,1.999246
-0.150353,1.988760
0.077042,1.997037
0.191426,1.981844
-0.058162,1.998310
0.494165,1.884926
0.282833,1.960787
0.301694,1.955503
-0.138165,1.990501
0.278281,1.962015
0.321410,1.949648
0.078054,1.996958
-0.278081,1.962069
-0.073745,1.997285
0.229090,1.974099
0.250916,1.969008
0.466347,1.896868
0.466637,1.896746
-0.079429,1.996850
-0.466004,1.897012
0.356785,1.938315
0.094765,1.995520
-0.161485,1.987046
-0.385804,1.928248
0.004889,1.999988
0.282319,1.960926
0.151790,1.988546
-0.403169,1.921901
-0.049508,1.998775
-0.415047,1.917424
0.127619,1.991890
0.083110,1.996552
-0.137715,1.990562
-0.055122,1.998482
-0.067653,1.997714
0.422118,1.914708
0.006119,1.999981
-0.240350,1.971527
-0.471299,1.894782
-0.008495,1.999964
-0.142709,1.989869
0.410778,1.919046
0.201041,1.979993
0.090531,1.995910
0.057631,1.998341
0.117507,1.993120
0.236160,1.972498
-0.221013,1.975871
-0.117402,1.993132
0.397968,1.923827
0.235164,1.972726
0.223093,1.975421
0.303364,1.955020
0.419104,1.915870
0.173415,1.985076
0.081160,1.996712
0.356937,1.938264
0.074196,1.997251
-0.326924,1.947951
-0.394197,1.925210
-0.264222,1.965692
-0.210559,1.978075
-0.031706,1.999497
0.401054,1.922687
-0.093182,1.995668
-0.030812,1.999525
-0.420930,1.915167
-0.084375,1.996447
-0.237387,1.972215
0.013883,1.999904
-0.105437,1.994457
0.304932,1.954565
0.325827,1.948291
-0.006109,1.999981
0.198473,1.980496
-0.151198,1.988634
-0.312463,1.952347
0.393580,1.925435
-0.351636,1.940030
0.411763,1.918673
-0.349145,1.940852
-0.337140,1.944739
-0.189158,1.982268
0.196170,1.980942
-0.000386,2.000000
-0.376269,1.931631
-0.186414,1.982775
0.035479,1.999371
-0.474198,1.893552
0.068805,1.997636
-0.434262,1.909954
0.347443,1.941410
0.171513,1.985399
0.108908,1.994087
-0.493467,1.885232
0.093940,1.995597
-0.197130,1.980757
-0.459278,1.899815
-0.227853,1.974374
-0.441998,1.906868
-0.029728,1.999558
0.268944,1.964477
0.237749,1.972131
-0.223588,1.975313
-0.464722,1.897548
-0.154914,1.988072
-0.412524,1.918384
-0.197093,1.980764
0.498762,1.882901
0.084812,1.996410
0.056852,1.998385
0.379462,1.930506
0.128473,1.991781
0.379519,1.930486
0.020721,1.999785
-0.250758,1.969047
0.193780,1.981399
0.112992,1.993637
-0.059223,1.998248
-0.054999,1.998489
-0.069150,1.997612
-0.319999,1.950078
-0.280000,1.961554
-0.266509,1.965106
0.156069,1.987895
-0.471657,1.894630
0.067899,1.997698
0.336959,1.944796
-0.275945,1.962638
0.000379,2.000000
-0.214965,1.977159
0.101930,1.994819
0.029411,1.999568
-0.122503,1.992525
-0.140572,1.990168
0.425125,1.913541
0.040316,1.999188
0.244781,1.970483
0.451288,1.903103
0.318642,1.950490
0.217683,1.976584
-0.335420,1.945286
0.408217,1.920012
0.401966,1.922348
-0.056414,1.998410
0.370926,1.933494
-0.415374,1.917299
-0.376841,1.931430
-0.152852,1.988386
0.452195,1.902732
0.482487,1.890005
-0.223699,1.975288
-0.368697,1.934265
-0.302594,1.955243
-0.133229,1.991164
0.396757,1.924272
-0.005927,1.999982
0.418737,1.916012
0.131372,1.991408
-0.025650,1.999671
0.156767,1.987787
0.171760,1.985357
0.423934,1.914004
-0.460906,1.899139
0.261087,1.966488
-0.330842,1.946729
0.007326,1.999973
0.321533,1.949611
0.205105,1.979185
0.064427,1.997927
-0.343504,1.942693
0.024736,1.999694
-0.128714,1.991751
-0.118177,1.993041
-0.084208,1.996461
0.240534,1.971484
0.356118,1.938539
0.063774,1.997968
-0.356886,1.938281
0.178439,1.984205
0.370712,1.933569
-0.468794,1.895839
-0.476913,1.892396
0.302075,1.955393
0.388441,1.927299
0.057186,1.998366
-0.302831,1.955174
-0.498138,1.883176
0.167878,1.986007
-0.339808,1.943885
0.215057,1.977140
0.123727,1.992375
0.489845,1.886816
0.019874,1.999803
0.360084,1.937205
0.467973,1.896185
-0.041338,1.999146
-0.220517,1.975978
-0.306633,1.954068
0.227826,1.974380
0.433879,1.910105
0.428254,1.912319
-0.296638,1.956950
-0.100849,1.994928
-0.471825,1.894559
-0.282548,1.960864
-0.093975,1.995594
-0.467217,1.896502
0.163064,1.986793
0.217693,1.976582
0.259576,1.966868
0.060114,1.998195
0.120969,1.992710
0.050557,1.998723
-0.055857,1.998441
0.317431,1.950857
0.279074,1.961802
-0.298587,1.956395
-0.442160,1.906803
0.390195,1.926665
-0.365265,1.935444
-0.103719,1.994636
-0.210152,1.978159
-0.019176,1.999816
0.477906,1.891971
-0.350250,1.940488
-0.140944,1.990116
-0.204452,1.979316
-0.435415,1.909496
0.054372,1.998523
-0.494761,1.884664
0.112526,1.993689
-0.416216,1.916978
-0.341051,1.943486
0.262159,1.966217
0.413247,1.918109
-0.219993,1.976091
-0.459415,1.899758
-0.481928,1.890246
-0.041346,1.999146
0.357621,1.938035
0.256141,1.967725
-0.482930,1.889814
-0.238258,1.972014
-0.000364,2.000000
0.384012,1.928889
0.461859,1.898743
0.157195,1.987721
0.012680,1.999920
0.273577,1.963265
0.025863,1.999666
-0.403144,1.921910
0.135363,1.990880
-0.011782,1.999931
-0.370224,1.933738
-0.320394,1.949958
-0.127798,1.991867
0.078001,1.996963
0.206146,1.978975
-0.256885,1.967541
0.141010,1.990107
-0.127375,1.991921
0.430031,1.911623
-0.246837,1.969993
-0.335087,1.945391
-0.298126,1.956526
-0.286409,1.959809
0.040876,1.999165
-0.371189,1.933403
0.137768,1.990555
0.029462,1.999566
0.290775,1.958600
0.147751,1.989144
-0.126033,1.992089
-0.086671,1.996251
-0.290535,1.958667
-0.137453,1.990598
-0.203431,1.979520
0.122036,1.992581
-0.046592,1.998915
0.413016,1.918197
-0.392276,1.925910
-0.154224,1.988178
0.393594,1.925430
0.274799,1.962942
0.291355,1.958438
-0.242465,1.971031
0.248601,1.969569
0.121117,1.992692
0.471049,1.894887
0.130264,1.991552
0.340112,1.943788
-0.363338,1.936102
-0.016675,1.999861
0.458979,1.899939
-0.110744,1.993887
0.458241,1.900244
0.072350,1.997386
-0.133291,1.991156
0.405371,1.921080
-0.268227,1.964663
-0.027505,1.999622
0.413284,1.918095
-0.391654,1.926136
-0.373154,1.932720
0.399943,1.923098
-0.064518,1.997921
0.453868,1.902046
-0.296858,1.956887
-0.327842,1.947666
-0.232250,1.973389
-0.342401,1.943050
-0.495945,1.884143
-0.310383,1.952964
-0.315224,1.951521
-0.146012,1.989397
0.465548,1.897203
-0.453019,1.902395
-0.351066,1.940218
-0.033487,1.999439
-0.112904,1.993647
0.417530,1.916475
0.056276,1.998418
0.354261,1.939159
-0.474245,1.893532
0.406244,1.920752
-0.392611,1.925788
-0.128386,1.991792
-0.497119,1.883626
-0.278295,1.962011
0.238857,1.971875
0.155237,1.988023
0.194149,1.981329
-0.036250,1.999343
-0.319114,1.950347
0.429066,1.912001
0.056868,1.998384
-0.112239,1.993721
-0.329735,1.947076
0.469660,1.895474
0.304826,1.954595
0.093002,1.995685
0.421786,1.914836
0.338154,1.944415
-0.153134,1.988343
-0.477399,1.892188
-0.043150,1.999069
0.036789,1.999324
0.228706,1.974184
-0.179430,1.984031
0.098545,1.995156
-0.352473,1.939753
0.476724,1.892476
0.098203,1.995190
0.497157,1.883609
-0.132835,1.991216
-0.356103,1.938544
0.446124,1.905204
0.088764,1.996068
0.317426,1.950858
-0.193266,1.981497
-0.400236,1.922990
-0.358532,1.937729
0.140366,1.990197
0.458924,1.899962
0.499820,1.882433
-0.256077,1.967741
0.165459,1.986405
-0.332394,1.946242
-0.394400,1.925136
-0.417998,1.916295
0.471347,1.894761
-0.298820,1.956328
-0.322930,1.949183
0.471696,1.894614
-0.315682,1.951384
-0.007401,1.999973
-0.113569,1.993572
-0.007467,1.999972
-0.009989,1.999950
0.144281,1.989645
0.024114,1.999709
0.364094,1.935844
0.302748,1.955198
-0.008881,1.999961
-0.220174,1.976052
0.226211,1.974737
-0.121796,1.992610
0.303847,1.954880
-0.070415,1.997524
0.211166,1.977950
-0.280767,1.961347
-0.253477,1.968382
-0.082219,1.996626
-0.169961,1.985660
0.438756,1.908166
0.481817,1.890293
0.428581,1.912191
-0.181103,1.983734
0.110625,1.993900
-0.363226,1.936140
-0.104492,1.994556
-0.023182,1.999731
0.239359,1.971758
0.314057,1.951871
0.355894,1.938613
0.288043,1.959359
0.213527,1.977460
-0.214887,1.977175
-0.433889,1.910101
-0.447845,1.904505
0.230698,1.973739
0.053441,1.998573
0.199241,1.980347
0.310135,1.953038
-0.194729,1.981218
-0.333076,1.946027
0.469166,1.895682
0.234886,1.972790
0.244551,1.970538
0.027025,1.999635
0.175450,1.984726
-0.210127,1.978164
-0.447150,1.904788
0.084520,1.996435
-0.217560,1.976611
-0.382441,1.929449
0.254404,1.968154
-0.360901,1.936929
0.388046,1.927442
-0.481460,1.890447
-0.490635,1.886471
-0.301886,1.955448
-0.078989,1.996885
-0.243456,1.970797
0.233758,1.973047
0.309026,1.953365
0.365251,1.935449
0.364390,1.935743
0.030562,1.999533
-0.105907,1.994408
-0.382499,1.929428
0.447300,1.904727
-0.414620,1.917587
0.452362,1.902664
-0.470984,1.894915
-0.039993,1.999201
-0.371805,1.933189
0.023684,1.999720
0.029902,1.999553
-0.076656,1.997066
0.265088,1.965471
-0.247667,1.969794
-0.250212,1.969179
-0.024146,1.999709
0.149891,1.988829
-0.140521,1.990175
0.073027,1.997337
0.185511,1.982940
-0.219321,1.976235
0.333124,1.946012
0.316145,1.951244
0.061157,1.998132
-0.144943,1.989551
-0.133659,1.991107
0.043424,1.999058
0.245252,1.970371
-0.381650,1.929730
0.402356,1.922204
-0.373293,1.932672
0.263615,1.965847
0.423401,1.914211
-0.386881,1.927861
-0.486947,1.888076
0.256735,1.967578
0.242295,1.971071
-0.319227,1.950313
-0.346351,1.941767
-0.477482,1.892152
0.399297,1.923337
-0.340515,1.943658
-0.314731,1.951669
-0.252528,1.968615
-0.316166,1.951238
-0.397715,1.923920
0.485565,1.888675
0.460295,1.899393
0.385618,1.928314
0.141865,1.989987
-0.011304,1.999936
-0.488303,1.887487
-0.261687,1.966336
-0.433950,1.910077
0.499238,1.882690
0.230337,1.973820
0.011931,1.999929
0.138881,1.990402
0.243762,1.970725
-0.422439,1.914584
-0.137754,1.990557
0.340196,1.943761
-0.440040,1.907653
-0.443999,1.906062
0.298629,1.956383
-0.072634,1.997366
0.378680,1.930782
0.352576,1.939718
0.482537,1.889983
-0.271025,1.963935
0.249120,1.969444
0.212473,1.977679
0.345144,1.942160
0.159845,1.987306
0.111692,1.993782
-0.216337,1.976870
0.175915,1.984646
0.476192,1.892703
0.369356,1.934038
-0.483012,1.889778
-0.461027,1.899089
0.315554,1.951422
-0.407054,1.920449
0.361181,1.936834
0.177924,1.984296
0.070560,1.997514
0.204570,1.979292
-0.226685,1.974633
0.476504,1.892570
0.402894,1.922003
0.229511,1.974005
-0.012710,1.999919
0.092602,1.995722
-0.022568,1.999745
-0.324906,1.948575
0.302085,1.955390
0.413885,1.917867
-0.302157,1.955369
0.320764,1.949845
-0.353766,1.939323
0.378614,1.930805
-0.315156,1.951541
-0.069890,1.997561
0.341684,1.943281
0.296417,1.957013
0.048013,1.998848
-0.089928,1.995965
0.308041,1.953655
0.048123,1.998843
-0.001619,1.999999
-0.167970,1.985992
0.305842,1.954299
-0.166122,1.986296
0.120371,1.992782
0.293805,1.957751
-0.042697,1.999089
0.131327,1.991414
-0.170252,1.985611
0.174660,1.984862
0.396965,1.924196
-0.334838,1.945470
-0.392172,1.925948
0.342372,1.943059
-0.477121,1.892307
0.063073,1.998013
0.051360,1.998682
0.245821,1.970236
-0.043751,1.999043
0.405180,1.921151
0.232580,1.973314
-0.435473,1.909473
0.124670,1.992259
-0.069291,1.997602
-0.124307,1.992304
-0.106386,1.994357
-0.167712,1.986035
0.484934,1.888948
-0.183499,1.983305
0.466568,1.896775
-0.239574,1.971708
-0.131899,1.991339
0.473427,1.893880
-0.202583,1.979689
0.141335,1.990062
0.201423,1.979918
0.416352,1.916926
-0.464752,1.897536
-0.453766,1.902088
-0.221963,1.975666
0.284906,1.960222
0.013764,1.999905
-0.073711,1.997287
-0.014699,1.999892
0.472157,1.894418
0.399418,1.923292
0.280213,1.961496
-0.078005,1.996962
-0.125595,1.992144
0.113913,1.993533
0.313740,1.951966
-0.004149,1.999991
0.339805,1.943886
0.032307,1.999478
-0.484487,1.889141
0.485903,1.888529
0.115730,1.993326
0.396373,1.924413
-0.395347,1.924789
0.258614,1.967109
0.136666,1.990705
-0.055130,1.998482
-0.405622,1.920985
-0.264590,1.965598
-0.191727,1.981788
-0.163664,1.986696
0.157451,1.987681
0.375531,1.931889
0.304942,1.954561
-0.313689,1.951981
-0.303040,1.955114
-0.412915,1.918236
0.344622,1.942330
0.266586,1.965086
-0.134657,1.990975
-0.460489,1.899313
-0.204200,1.979366
-0.006466,1.999979
0.128406,1.991790
-0.157257,1.987711
0.092645,1.995718
0.257912,1.967285
-0.100643,1.994948
0.317484,1.950841
0.434402,1.909898
0.107842,1.994202
-0.430979,1.911250
0.352755,1.939659
-0.372636,1.932900
0.277636,1.962188
0.027748,1.999615
-0.383789,1.928969
0.165063,1.986469
-0.059015,1.998260
0.368189,1.934440
0.416953,1.916696
0.021682,1.999765
-0.421942,1.914776
0.415920,1.917091
0.365070,1.935511
0.140061,1.990239
0.134681,1.990971
-0.008657,1.999963
-0.055410,1.998466
-0.265119,1.965463
0.150370,1.988758
-0.438585,1.908234
0.478121,1.891879
-0.264334,1.965664
-0.179057,1.984097
0.383772,1.928975
-0.084422,1.996443
0.104718,1.994532
0.477360,1.892204
0.460825,1.899173
0.490155,1.886680
0.219592,1.976177
0.018180,1.999835
-0.475639,1.892939
0.418455,1.916120
0.225037,1.974996
-0.011144,1.999938
0.187858,1.982509
0.365760,1.935275
0.215149,1.977120
0.108006,1.994184
0.254517,1.968127
0.192847,1.981576
0.214725,1.977209
0.476830,1.892431
-0.087164,1.996208
0.281339,1.961192
-0.037467,1.999298
-0.195600,1.981052
0.111858,1.993763
-0.146639,1.989306
0.061711,1.998098
0.290534,1.958667
-0.110338,1.993931
-0.020328,1.999793
-0.123632,1.992387
0.174400,1.984907
-0.155402,1.987998
0.189373,1.982228
-0.283465,1.960615
-0.164430,1.986572
-0.451458,1.903034
-0.211667,1.977847
-0.294075,1.957675
0.450871,1.903273
0.297926,1.956583
-0.172519,1.985228
-0.085136,1.996383
-0.197272,1.980729
-0.005864,1.999983
-0.177502,1.984370
0.369446,1.934007
-0.107847,1.994201
-0.201757,1.979852
-0.258139,1.967228
-0.163796,1.986675
-0.246405,1.970096
-0.130674,1.991498
0.356183,1.938517
0.022418,1.999749
-0.386085,1.928147
-0.014026,1.999902
0.113565,1.993572
0.432614,1.910605
-0.147788,1.989139
-0.209846,1.978222
-0.294887,1.957446
-0.283923,1.960490
-0.313978,1.951895
0.441547,1.907049
-0.050863,1.998707
0.281079,1.961262
0.149570,1.988877
-0.060378,1.998179
0.083881,1.996488
0.075815,1.997130
-0.402528,1.922139
0.120857,1.992723
0.142808,1.989855
-0.095302,1.995469
-0.347210,1.941486
-0.036541,1.999333
0.035317,1.999377
0.346598,1.941686
0.394205,1.925207
-0.460855,1.899161
0.048258,1.998836
-0.490702,1.886442
-0.394530,1.925088
-0.241462,1.971267
0.291403,1.958425
0.314124,1.951851
0.016832,1.999858
0.379850,1.930369
-0.390094,1.926702
0.128963,1.991719
-0.353782,1.939318
-0.307644,1.953771
-0.064984,1.997891
0.488023,1.887609
-0.426506,1.913003
0.170718,1.985533
0.367075,1.934824
0.114604,1.993454
0.434827,1.909730
0.025969,1.999663
0.344040,1.942519
-0.363318,1.936108
-0.042138,1.999113
-0.135465,1.990867
0.224258,1.975166
-0.337502,1.944623
0.179218,1.984068
0.209763,1.978239
-0.040660,1.999174
0.384420,1.928743
0.056836,1.998386
0.407844,1.920152
-0.416603,1.916830
0.352103,1.939875
0.065225,1.997875
-0.155963,1.987911
-0.441246,1.907170
0.437520,1.908659
-0.368169,1.934447
0.246935,1.969969
-0.325462,1.948404
0.420029,1.915514
0.136789,1.990688
0.162881,1.986822
-0.109508,1.994022
0.116940,1.993186
-0.477459,1.892162
-0.178936,1.984118
0.219206,1.976260
0.131108,1.991442
-0.123723,1.992376
0.238628,1.971928
0.207593,1.978682
-0.289229,1.959030
0.300030,1.955982
-0.465634,1.897166
0.196169,1.980942
-0.426970,1.912821
-0.172620,1.985211
0.107815,1.994205
-0.127978,1.991844
0.128040,1.991836
-0.482695,1.889915
0.113630,1.993565
0.081093,1.996717
-0.326522,1.948076
-0.178695,1.984161
-0.385294,1.928430
0.198989,1.980396
-0.426958,1.912826
0.052955,1.998599
-0.468806,1.895834
0.484872,1.888975
-0.422786,1.914449
0.013083,1.999914
-0.311354,1.952676
0.367551,1.934660
-0.233243,1.973164
-0.221396,1.975789
0.075612,1.997145
0.333979,1.945742
0.224571,1.975098
0.229492,1.974009
0.274067,1.963136
-0.427425,1.912644
0.152968,1.988368
-0.122806,1.992488
-0.419094,1.915874
0.054318,1.998526
-0.346052,1.941864
-0.192529,1.981636
-0.155213,1.988027
-0.260942,1.966524
-0.320896,1.949805
-0.169595,1.985721
0.121622,1.992631
-0.004721,1.999989
0.108886,1.994089
0.337068,1.944762
-0.341239,1.943425
0.415158,1.917382
0.299759,1.956059
-0.244688,1.970505
0.272902,1.963443
0.455549,1.901355
-0.081917,1.996650
0.111210,1.993835
-0.136556,1.990719
-0.480175,1.890999
-0.099374,1.995075
0.020989,1.999780
0.119950,1.992832
-0.390729,1.926472
-0.011739,1.999931
0.465639,1.897164
0.249129,1.969442
-0.356026,1.938570
-0.368715,1.934259
0.351292,1.940144
0.073227,1.997323
0.405511,1.921027
0.325896,1.948269
0.364547,1.935690
0.404391,1.921445
-0.407404,1.920317
0.420444,1.915354
-0.097286,1.995279
0.214392,1.977279
0.139222,1.990355
-0.496215,1.884024
-0.146018,1.989396
0.193303,1.981490
0.057977,1.998321
-0.219398,1.976218
-0.248858,1.969507
0.345655,1.941994
0.315550,1.951423
0.459661,1.899656
-0.007952,1.999968
-0.214995,1.977153
0.228683,1.974189
0.368800,1.934230
0.279629,1.961653
-0.461441,1.898917
0.155560,1.987973
0.229853,1.973928
0.399996,1.923078
-0.213737,1.977416
-0.242659,1.970985
0.265581,1.965344
0.233756,1.973047
0.330311,1.946896
-0.230028,1.973889
